pmid,title,theme,reason
36716700,FUN-SIS: A Fully UNsupervised approach for Surgical Instrument Segmentation.,T4 Noisy / soft / multi-annotator labels,Eligibility: no term matched required group(s) [0]
37176738,Application and Progress of Artificial Intelligence in Fetal Ultrasound.,T4 Noisy / soft / multi-annotator labels,Eligibility: no term matched required group(s) [1]
38781758,Uncertainty-guided label correction with wavelet-transformed discriminative representation enhancement.,T4 Noisy / soft / multi-annotator labels,Eligibility: no term matched required group(s) [1]
39427426,A systematic review of generalization research in medical image classification.,T4 Noisy / soft / multi-annotator labels,Eligibility: no term matched required group(s) [0]
39874684,Towards contrast-agnostic soft segmentation of the spinal cord.,T4 Noisy / soft / multi-annotator labels,Eligibility: no term matched required group(s) [0]
39905140,Learning under label noise through few-shot human-in-the-loop refinement.,T4 Noisy / soft / multi-annotator labels,Eligibility: no term matched required group(s) [1]
40699379,Advances in machine learning for ABCA4-related retinopathy: segmentation and phenotyping.,T4 Noisy / soft / multi-annotator labels,Eligibility: no term matched required group(s) [0]
40743711,Robust T-Loss for medical image segmentation.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 13 > cap 12)
41087439,Probabilistic machine learning for noisy labels in Earth observation.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 14 > cap 12)
41402004,Leveraging transfer learning techniques for automated tuberculosis classification on chest X-rays.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 15 > cap 12)
37436855,RECIST-Induced Reliable Learning: Geometry-Driven Label Propagation for Universal Lesion Segmentation.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 16 > cap 12)
37868792,One-shot Retinal Artery and Vein Segmentation via Cross-modality Pretraining.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 17 > cap 12)
38194768,Learning from crowds for automated histopathological image segmentation.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 18 > cap 12)
38224509,Confidence Calibration of a Medical Imaging Classification System That is Robust to Label Noise.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 19 > cap 12)
38471261,Tolerant Self-Distillation for image classification.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 20 > cap 12)
38610246,Robust Deep Neural Network for Learning in Noisy Multi-Label Food Images.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 21 > cap 12)
38636495,Suppressing label noise in medical image classification using mixup attention and self-supervised learning.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 22 > cap 12)
38686010,Learning label smoothing for text classification.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 23 > cap 12)
38814164,Deep learning with noisy labels in medical prediction problems: a scoping review.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 24 > cap 12)
39577575,Deep learning applied to the segmentation of rodent brain MRI data outperforms noisy ground truth on full-fledged brain atlases.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 25 > cap 12)
40040078,Breast Cancer Tissue Classification from Multiple Annotators using Chained Deep Learning Approaches.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 26 > cap 12)
35616775,Performance improvement in multi-label thoracic abnormality classification of chest X-rays with noisy labels.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 27 > cap 12)
36257132,Placenta segmentation in ultrasound imaging: Addressing sources of uncertainty and limited field-of-view.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 28 > cap 12)
36774463,Comparison of automated segmentation techniques for magnetic resonance images of the prostate.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 29 > cap 12)
36851939,A Soft Label Method for Medical Image Segmentation with Multirater Annotations.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 30 > cap 12)
37018639,FedDM: Federated Weakly Supervised Segmentation via Annotation Calibration and Gradient De-Conflicting.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 31 > cap 12)
37540612,A Parametrical Model for Instance-Dependent Label Noise.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 32 > cap 12)
37544085,Benchmarking common uncertainty estimation methods with histopathological images under domain shift and label noise.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 33 > cap 12)
37803027,Stochastic co-teaching for training neural networks with unknown levels of label noise.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 34 > cap 12)
34731773,Curriculum learning for improved femur fracture classification: Scheduling data with prior knowledge and uncertainty.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 35 > cap 12)
34937047,Validation of Soft Labels in Developing Deep Learning Algorithms for Detecting Lesions of Myopic Maculopathy From Optical Coherence Tomographic Images.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 36 > cap 12)
34982680,Robust Medical Image Classification From Noisy Labeled Data With Global and Local Representation Guided Co-Training.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 37 > cap 12)
35392247,Morphology-guided deep learning framework for segmentation of pancreas in computed tomography images.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 38 > cap 12)
35421708,Dynamic Auxiliary Soft Labels for decoupled learning.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 39 > cap 12)
35874318,Meta-Learning for Decoding Neural Activity Data With Noisy Labels.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 40 > cap 12)
35945568,An explainable self-attention deep neural network for detecting mild cognitive impairment using multi-input digital drawing tasks.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 41 > cap 12)
35970176,Label noise and self-learning label correction in cardiac abnormalities classification.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 42 > cap 12)
36057184,Boosting medical image segmentation via conditional-synergistic convolution and lesion decoupling.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 43 > cap 12)
36358732,A Soft Label Deep Learning to Assist Breast Cancer Target Therapy and Thyroid Cancer Diagnosis.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 44 > cap 12)
36405078,Post-operative glioblastoma multiforme segmentation with uncertainty estimation.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 45 > cap 12)
32879655,LEARNING TO DETECT BRAIN LESIONS FROM NOISY ANNOTATIONS.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 46 > cap 12)
41349176,Label noise learning based SAR target classification method.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 47 > cap 12)
41428907,Jo-SNC: Combating Noisy Labels Through Fostering Self- and Neighbor-Consistency.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 48 > cap 12)
41544837,Segmentation of the upper airway using deep learning - nnUNet.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 49 > cap 12)
39480720,Adaptive Learning for Dynamic Features and Noisy Labels.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 50 > cap 12)
39489430,Automated segmentation in planning-CT for breast cancer radiotherapy: A review of recent advances.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 51 > cap 12)
39847242,Deep Learning Enabled Scoring of Pancreatic Neuroendocrine Tumors Based on Cancer Infiltration Patterns.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 52 > cap 12)
40030766,Imbalanced Medical Image Segmentation With Pixel-Dependent Noisy Labels.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 53 > cap 12)
40045095,Generalizable deep learning framework for 3D medical image segmentation using limited training data.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 54 > cap 12)
40168942,Combating Medical Label Noise through more precise partition-correction and progressive hard-enhanced learning.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 55 > cap 12)
40184866,Using samples with label noise for robust continual learning.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 56 > cap 12)
40433566,Uncertainty-Aware Bayesian Deep Learning with Noisy Training Labels for Epileptic Seizure Detection.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 57 > cap 12)
40561787,Foster noisy label learning by exploiting noise-induced distortion in foreground localization.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 58 > cap 12)
40588532,"Deep learning for automated, motion-resolved tumor segmentation in radiotherapy.",T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 59 > cap 12)
40658577,Region Uncertainty Estimation for Medical Image Segmentation With Noisy Labels.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 60 > cap 12)
40842992,Automated interpretation of PD-L1 CPS based on multi-AI models integration strategy in gastric cancer.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 61 > cap 12)
41437345,Deep learning-based 3D automatic segmentation of impacted canines in CBCT scans.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 62 > cap 12)
35834450,When Sparse Neural Network Meets Label Noise Learning: A Multistage Learning Framework.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 63 > cap 12)
36136922,A Convergence Path to Deep Learning on Noisy Labels.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 64 > cap 12)
36264722,Multi-Label Noise Robust Collaborative Learning for Remote Sensing Image Classification.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 65 > cap 12)
36306295,Self-Adaptive Training: Bridging Supervised and Self-Supervised Learning.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 66 > cap 12)
37788190,When Broad Learning System Meets Label Noise Learning: A Reweighting Learning Framework.,T4 Noisy / soft / multi-annotator labels,Below per-theme relevance cap (rank 67 > cap 12)
